Date,Keyword,Suggested Title,Avg Monthly Searches,Three Month Change,YoY Change,Competition,Why It's an Opportunity,How To Compete,Products to Feature
2026-09-02,best 2x72 belt grinder,The 5 Best 2x72 Belt Grinders for Knife Making 2026,1000-2000 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,LOW,"Thirteen commercial 'best 2x72 belt grinder 2026' blog roundups are chasing this term, but YouTube has no dedicated multi-product roundup at all - only single-machine reviews (KMG-TX, 2020; Gen 4 Revolution, 2022). High-ticket affiliate items ($800-$4000) with an obsessive, overwhelmingly male bladesmith audience.",-,Beaumont Metal Works KMG-TX; Ameribrade 2x72; Reeder Grinders RG-75; Wuertz TW-90; Origin Blade Maker Rebel; Grizzly G1015
2026-09-02,best wood rasp,The 5 Best Wood Rasps for Hand Shaping 2026,800-1500 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,LOW,"Seven separate commercial buying guides published fresh 2026 rasp roundups, confirming buyer intent, yet YouTube has exactly one long-form 'Best Rasps for Woodworking' video plus a Short. The price spread ($25 Nicholson to $200+ hand-stitched Auriou) makes a natural good/better/best structure.",-,Shinto 9in Saw Rasp; Nicholson #49 Half-Round; Narex 12in Half-Round; Auriou 10-Grain Cabinetmaker's Rasp; Liogier Hand-Stitched #10; Iwasaki Japanese Float File
2026-09-02,best shelf pin jig,The 5 Best Shelf Pin Jigs for Cabinet Building 2026,1000-1800 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,LOW,"Multiple 2026 affiliate guides (drillalign, bestreviews.guide, thehomewoodworker) target the term, but YouTube's top results are a 2013 ibuildit single-tool video and template-farm 'Top 5' clips from 2023-2024. Nothing current, nothing exact-match optimised for 2026.",-,Kreg KMA3225 Shelf Pin Jig; Kreg KMA3200; Rockler JIG IT Shelf Pin Drilling Template; Milescraft 1316 CabinetMate; Woodpeckers Shelf Pin Jig; Festool LR 32 Hole Drilling System
2026-09-02,best band clamp,The 5 Best Band Clamps for Frame and Box Glue-Ups 2026,700-1200 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,LOW,"Blogs published new 2026 strap-clamp roundups (WoodnBits '13 Best Strap Clamps 2026', FindThisBest '10 Best Strap Clamps 2026'), so the commercial demand is current. On YouTube the only recent video is a single-product Merle clamp review (Sept 2024); the actual roundups are farm content from 2019 and 2023.",-,Bessey VAS-23+2K Band Clamp; Merle Adjustable Corner Clamp; Jorgensen/Pony 5-in-1 Strap Clamp; Powertec 71017 Quick-Release Band Clamp; Irwin Quick-Grip Band Clamp; Horusdy 4-Piece Band Clamp Set
2026-09-02,best insulation resistance tester,The 5 Best Insulation Resistance Testers for Electricians 2026,1500-2500 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,MEDIUM,A well-defined trade purchase ($200-$900 per unit) with eight commercial 2026 buying guides competing for it. Every YouTube entrant is a stock-footage voiceover channel - nobody has published a video of a megger actually being used on a real load.,"The term is currently split between two template-farm uploads: 'Top 5 Best Insulation Resistance Testers in 2026' (May 2025) and 'Best Insulation Resistance Tester (Megohmmeter) | Who Is THE Winner #1?' (Oct 2024). Neither is a real test - both are Amazon-listing narration over stock clips, and neither ever connects a lead to anything. Win it by shooting an actual test: run a 500V/1000V insulation test on a motor winding and a long feeder run on camera, show the Fluke 1507 auto-calculating PI and DAR versus doing the division by hand on the Extech, and frame the picks for residential/light-commercial sparkies rather than the industrial framing every existing video copies from the spec sheet.",Fluke 1507; Fluke 1587 FC; Megger MIT410; Klein Tools ET600; Extech 380260; Hioki IR4056
2026-09-02,best screw extractor set,The 5 Best Screw Extractor Sets for Stripped Wood Screws 2026,4000-7000 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,MEDIUM,"The highest-demand term in the LOW/MEDIUM half of this batch, driven by an urgent problem search (a snapped screw stops the job). Cheap products but very high conversion, and existing coverage is almost entirely automotive-framed, leaving the woodworking and deck-building use case open.","The exact term is held by 'Best Screw Extractor Kits of 2025 | The ULTIMATE TEST for Stripped Screws' (Aug 2025) - a genuine destructive test and the one video worth respecting here; the newer 'Top 5 Best Screw Extractor Kits 2026' (June 2026) is farm content that actually reviews pipe extractors, so it mismatches its own title. Both test hardened automotive bolts in steel. The open slot is wood: snapped deck screws, stripped pocket-hole screws, and rusted-in fasteners in cedar and pressure-treated lumber, where extractor bite and the risk of blowing out the surrounding wood behave completely differently. Test in lumber, show the left-hand drill bit step, and title for the wood use case.",Irwin Hanson 53227 Spiral Extractor Set; Bosch 12-Piece Screw Extractor Set; DeWalt DWAEXTMSET Impact Ready Extractor Set; Alden 4507P Grabit Pro; Topec 35-Piece Extractor and Left-Hand Drill Set; Speed Out Damaged Screw Extractor
2026-09-02,best magnetic tool holder,The 5 Best Magnetic Tool Holders for Garage Walls 2026,1200-2000 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,MEDIUM,Shop-organisation content converts well to a male DIY audience and these are impulse-priced multi-packs with strong basket size. Only three videos hold the term and the one credible entry is nearly two years old with no 2026 refresh in sight.,"'We Tested the Best Magnetic Tool Holders' (July 2024) owns the term and is genuinely tested, but it is ageing out of the 2026 buying window; the rest is a 2023 'Holiday BIG SALE' farm clip and a sponsored Lodesol single-product review with a discount code. What none of them do is quantify anything: no pull force per inch measured on a scale, and no mounting test. Win it by weighing actual holding force per inch for each bar with a hanging scale, then failure-testing drywall-anchor versus stud mounting with a loaded bar of wrenches - the failure mode buyers actually hit - and publish it exact-match for 2026.",Olsa Tools 24in Magnetic Tool Holder; Lodesol 24in Magnetic Tool Holder; Master Magnetics 07583 18in; Grip 18in Magnetic Tool Holder; HMMAGNETS 12in 4-Pack; Ram-Pro 24in Magnetic Bar
2026-09-02,best cabinet table saw,The 5 Best Cabinet Table Saws for Home Shops 2026,8000-14000 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,HIGH,The single highest-value affiliate ticket available to this channel - $2000-$5000 machines where one conversion pays for the video many times over. Demand is proven and year-round rather than seasonal.,"Saturated: '7 Best Cabinet Table Saws in 2026' (Jan 2026), 'Top 5 Best Cabinet Table Saw 2026 | Under $1000, $1500 & $2000' (Mar 2026) and 'Top 10 Best Cabinet Table Saw in 2026' (Dec 2025) all rank, and every one of them opens with SawStop and then narrates spec sheets. The gap is that none of them answer whether the buyer's shop can actually take the machine: 240V single-phase wiring and what an electrician charges to run it, whether a 600lb cast-iron saw fits through a standard garage door, mobile-base options, and the dust-collection CFM each one needs. Build the video around 'can your garage run this' with the electrical and footprint answered per saw, and price-band the picks.",SawStop PCS175-TGP236; Powermatic PM1000; Grizzly G1023RLWX; Laguna Fusion F3; Jet JPS-10TS; Harvey Alpha HW110LC-36
2026-09-02,best cordless chainsaw,The 5 Best Cordless Chainsaws for Storm Cleanup 2026,20000-35000 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,HIGH,"Very large, sustained demand with strong seasonal spikes around storm season, and battery platforms make for high-value repeat affiliate baskets (bare tool, batteries, chargers, bars and chains).","Extremely crowded - at least five exact-match 2026 roundups ('Best Cordless Chainsaws 2026: I Tested the Top 9', Jan 2026; 'TOP-5 Best Cordless Chainsaws 2026', Feb 2026; 'Best Cordless Chainsaws (Test Winner 2026)', Feb 2026). They are near-identical cut-time-through-a-log tests. Two things none of them handle: battery-platform lock-in (if the viewer already owns M18, FlexVolt or 56V EGO, the correct answer changes completely) and real runtime measured in cords or trunk diameter rather than seconds per cut. Frame it as storm cleanup - wet hardwood, cutting at height, how many limbs per charge - and structure picks by the battery system the viewer already owns.",Milwaukee M18 FUEL 2727-21HD 16in; DeWalt DCCS670X1 60V FlexVolt 16in; EGO Power+ CS1804 18in; Makita XCU04PT1 36V 16in; Greenworks Pro 80V 18in; Stihl MSA 220 C-B
2026-09-02,best snow blower,The 5 Best Snow Blowers for Long Driveways 2026,30000-60000 (ESTIMATED),n/a - not measurable without Keyword Planner,n/a - not measurable without Keyword Planner,HIGH,The biggest volume in the batch and the timing is the whole argument: publishing in early September puts the video in front of the pre-season buying window months before the December-February crowd uploads. High ticket ($800-$2500) and a decisively male buyer.,"Heavily contested - at least eight 2026 roundups already exist ('Top 5 BEST Snow Blowers For 2026 - Experts Tested', Dec 2025; 'Top 5 Snow Blowers 2026', Feb 2026; '6 Best Snow Blowers for Heavy Wet Snow 2026', Jan 2026). Almost all are stock-footage top-5s uploaded mid-winter, and they treat 'snow blower' as one undifferentiated category. Two angles are open. First, timing: ship in September and own the term through the entire pre-season while competitors are still on last winter's uploads. Second, segmentation by job - a 200ft gravel driveway, wet coastal snow, and the end-of-driveway plough pile are three different machines, and no current video sizes engine/auger to driveway length or covers skid shoes and auger height for gravel. The '6 Best for Heavy Wet Snow' video is the only segmented one and it ignores driveway length entirely.",Ariens Deluxe 28 SHO; Toro Power Max HD 828 OHXE; Cub Cadet 2X 26in HP; EGO Power+ SNT2405 24in 2-Stage; Husqvarna ST 224; Troy-Bilt Storm 2620
