Date,Keyword,Suggested Title,Avg Monthly Searches,Three Month Change,YoY Change,Competition,Why It's an Opportunity,How To Compete,Products to Feature
2026-08-28,shooting board for hand planes,The 5 Best Shooting Boards for Hand Plane Precision 2026,"ESTIMATED ~500-1,500/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),LOW,"Zero dedicated 'best shooting board' roundup videos exist on YouTube -- every result is a shop-built DIY plan or a personal comparison of boards the maker already owns, not a buyer-focused product roundup. Meanwhile Festool Owners Group and other forums show real, sustained interest in which board to buy versus build. Fine-woodworking audience (this channel's core demo) has real purchase intent for precision hand-tool jigs.",-,"Milescraft ShootBoard, Woodpeckers Shooting Board Track System, POWERTEC Shooting Board, Peachtree Woodworking Supply Shooting Board and Fence, WoodRiver Adjustable Shooting Board"
2026-08-28,cordless finish nailer for trim work,The 5 Best Cordless Finish Nailers for Trim Work 2026,"ESTIMATED ~1,500-3,000/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),LOW,"Every 2026 roundup that surfaced (YouTube and written) is titled around 'brad nailer,' the 18-gauge cousin -- nobody has made the buyer's comparison for 15/16-gauge finish nailers specifically, which trim carpenters need for deeper reach into baseboard and crown molding. Brand lineups already exist (DeWalt, Milwaukee, Makita, Paslode) so the video writes itself once the gauge distinction is made clear in the title and thumbnail.",-,"DeWalt DCN660 20V 16GA Finish Nailer, Milwaukee M18 FUEL 16GA Finish Nailer, Makita XNB02Z 18V LXT 16GA Nailer, Metabo HPT NT1865DM 18V 16GA Nailer, Paslode 16GA Cordless Finish Nailer"
2026-08-28,wide crown pneumatic stapler,The 5 Best Wide Crown Pneumatic Staplers for Heavy-Duty Fastening 2026,"ESTIMATED ~1,000-2,500/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),LOW,"Written roundups are thick (sensibledigs, progressiveradionetwork, toolsgearlab, findthisbest all have current pages) proving commercial intent, but no dedicated YouTube 'best wide crown stapler' roundup turned up in search -- narrow crown is already covered on this channel, so this is the natural, uncrowded adjacent product.",-,"Metabo HPT N5008AC2, Makita AT2550A, Bostitch N5010AB, Freeman PST9032W, NuMax SFW1564, Grip-Rite GR100WCS"
2026-08-28,cable staple gun for romex wire,The 5 Best Cable Staple Guns for Romex Wire Installation 2026,"ESTIMATED ~2,000-4,000/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),LOW,"Five separate written buyer's guides target this exact term (wexfordins, electricianmentor, electricalknowledge, oneclearwinner) and repeatedly warn that a generic staple gun damages Romex insulation -- proof of real, safety-driven buyer intent -- yet no dedicated YouTube roundup video exists for it. Electrician and specialty hand tools is a proven-demand niche for this channel.",-,"Stanley SharpShooter Plus TR250, DeWalt DCN701B Cordless Electrician Stapler, Bostitch T6-8OC2, Arrow T50DCD Electrical Staple Gun, Freeman PPSNCS"
2026-08-28,leather strop kit for chisels and plane irons,The 5 Best Leather Strop Kits for Woodworking Chisels and Plane Irons 2026,"ESTIMATED ~3,000-6,000/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),MEDIUM,"Real demand is proven -- a dedicated 'TOP 5 Best Leather Strops 2026' video exists and ranks -- but it is framed entirely around kitchen and EDC knife sharpening, not woodworking edge tools. This channel's chisel/plane sharpening system content already primes the audience for the natural next step (final honing) that the knife-niche video never addresses.","The existing 'TOP 5 Best Leather Strops for Knife Sharpening 2026' video is owned by a knife-sharpening channel with zero woodworking framing -- no mention of chisels, plane irons, or grit-compound pairing after diamond stones. Win it by explicitly targeting woodworkers: test each strop after honing a chisel and plane iron, not a kitchen knife, and pair compounds to the grits this audience already owns.","Sharpal 205H Leather Strop Kit, Work Sharp Leather Strop and Diamond Emulsion Kit, Flexcut PW14 Slip Strop, Trend Fast Track Honing Compound Strop, Rockler Leather Honing Strop, LAVODA 4-Sided Leather Strop"
2026-08-28,benchtop belt sander for small workshops,The 5 Best Benchtop Belt Sanders for Small Workshops 2026,"ESTIMATED ~3,000-6,000/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),MEDIUM,"Demand is well-proven -- SanderScore alone runs three separate roundup pages and Woodsmith Spirit has one -- but YouTube coverage is thin: one generic un-branded countdown video and one narrow two-brand comparison (Bucktool vs Harbor Freight). No channel owns the exact-match term with real hands-on testing.","Neither existing video is a true comprehensive roundup: the countdown video never names most of its picks in the visible listing, and the Bucktool-vs-Harbor-Freight video only compares two brands. Win it by testing all major benchtop options (JET, WEN, Bucktool, POWERTEC, Grizzly) specifically on 110V garage circuits and dust-collection fit, the two constraints small-shop DIYers actually search the written roundups for.","JET JSG-6DC, WEN 6515T, BUCKTOOL BD4801, POWERTEC BD6900, Grizzly G0739"
2026-08-28,pegboard tool organizer system,The 5 Best Pegboard Tool Organizer Systems for the Workshop 2026,"ESTIMATED ~5,000-10,000/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),MEDIUM,"'Best Pegboard System 2026 -- Top 6 Picks' already exists and several written guides (This Old House, Home Tools Reviews) back up real demand, but every piece of existing coverage is framed generically for garage and general-shop storage.","The existing YouTube roundup targets 'Garages, Workshops & Pro Shops' broadly with no woodworking-specific test -- it never addresses hanging chisels, hand planes, or clamp racks, or whether the board flexes under cast-iron tool weight. Win it by testing load capacity with real woodworking hand tools and framing the whole video around a hand-tool wall, not general garage clutter.","Wall Control Metal Pegboard Kit, Triton LocBoard Wall Panel Kit, INCLY Pegboard Combination Kit, TORACK 4 ft. Pegboard Wall Organizer, Rubbermaid FastTrack Pegboard Kit"
2026-08-28,pex expander tool for diy plumbing,The 5 Best PEX Expander Tools for DIY Plumbing 2026,"ESTIMATED ~10,000-20,000/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),HIGH,"Large, proven demand -- at least three dedicated 2026 YouTube videos and multiple 10-12-pick written roundups -- but the category is growing fast enough (DeWalt and Milwaukee both shipped current-gen cordless expanders) that a fresh, complete roundup can still win search and suggested-video placement.","The best existing video is a two-brand 'DeWalt vs Milwaukee' showdown -- premium cordless only, nothing under $300. The written 10-12-pick listicles cover the budget end (IWISS, Apollo, iCrimp) but none of them is a video. Win it with the full price ladder in one roundup: $40 manual ratcheting tools up through $400 cordless heads, which is exactly the good/better/best comparison DIY homeowners actually type into YouTube.","DeWalt DCE400B, Milwaukee M12 FUEL ProPEX Expander, IWISS PEX-A Expansion Tool, iCrimp Ratcheting PEX Expander, Apollo PEX-A Expansion Tool, RIDGID RP 342"
2026-08-28,contour gauge for trim and tile work,The 5 Best Contour Gauges for Trim and Tile Work 2026,"ESTIMATED ~8,000-15,000/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),HIGH,"Genuinely large demand -- at least four separate 'Best Contour Gauge' YouTube roundups from 2025-2026 plus Bob Vila and other written guides -- but every one of them is a generic, all-purpose countdown aimed at casual homeowners.",Every existing video and article frames the tool generically ('for home use') with pipe or outlet cutout demos and none targets the trade angle. Win it by testing against real baseboard/crown-molding profiles and tile cutouts around fixtures -- the actual professional and serious-DIY use case this channel's older, skilled audience searches for -- rather than the generic demo every competitor reuses.,"Varsk Contour Gauge, Jorest Connectable Contour Gauge, General Tools 837 Angle-Izer, AthlChamp Contour Duplicator, Saker Contour Gauge, Milescraft ContourGauge"
2026-08-28,magnetic torpedo level for the workshop,The 5 Best Magnetic Torpedo Levels for the Workshop 2026,"ESTIMATED ~10,000-20,000/mo",n/a (estimated - no volume API),n/a (estimated - no volume API),HIGH,"An essential, high-volume everyday tool -- several current 'Top 5/7 Best Torpedo Levels' videos and dedicated single-product reviews (Milwaukee, Swanson, Empire) prove sustained search interest -- large enough demand to justify competing despite the crowd.",The existing roundups are framed for plumbing, electrical, and general trade use with generic pipe/conduit test setups. None targets workshop use specifically. Win it by testing magnet grip on cast-iron tool tables and rigidity for aligning long fences and jigs -- the workshop-specific criteria this channel's woodworking audience actually cares about that trade-framed videos ignore.,"Klein Tools 935AB4V, Empire Level EM81.9G, Milwaukee Billet Torpedo Level, Stabila 81S Magnetic Torpedo Level, Swanson Savage Aluminum Torpedo Level"
