Date,Keyword,Suggested Title,Avg Monthly Searches,Three Month Change,YoY Change,Competition,Why It's an Opportunity,How To Compete,Products to Feature
2026-09-21,best hvac vacuum pump,The 5 Best HVAC Vacuum Pumps for Mini Split Installs 2026,"ESTIMATED ~2,000-4,000 (not measured)",n/a (estimated),n/a (estimated),LOW,"Commercially saturated on the blog side (HVAC Pro Sales, AirConditionerLab, Salt and Umber all run 2026 buying guides) but almost nothing on YouTube: the only dedicated roundups surfacing are generic 2025 vacuum-pump videos that mix in brake and automotive pumps. High-ticket buyer intent ($130-$700) and the DIY mini-split boom keeps feeding it.",-,Fieldpiece VP67; NAVAC NP4DP; Robinair 15500 VacuMaster; JB Industries DV-200N Platinum; Yellow Jacket 93600 SuperEvac; VIVOHOME 4 CFM complete kit
2026-09-21,best cooling system pressure tester,The 5 Best Cooling System Pressure Testers for Finding Coolant Leaks 2026,"ESTIMATED ~700-1,500 (not measured)",n/a (estimated),n/a (estimated),LOW,"The only exact-match roundup on YouTube is a 'Top 10 Cooling System Pressure Testers' from 2019 - the term is effectively abandoned. Steady year-round demand from DIY mechanics chasing head-gasket and heater-core leaks, and kits run $60-$250 so the affiliate value per view is high.",-,Stant 12270; OTC 7301A; Mityvac MV4560; UView 550000 Airlift; Lisle 24680; VEVOR 28-piece radiator tester and vacuum refill kit
2026-09-21,best timing light,The 5 Best Timing Lights for Classic Car Tune-Ups 2026,"ESTIMATED ~1,000-2,500 (not measured)",n/a (estimated),n/a (estimated),LOW,"Only one roundup in the last 12 months ('Best Timing Light for DIY & Pros 2026', Tools Hub, March 2026) - everything else ranking is 2020-2023 and dated in the title, which kills its CTR against a 2026 thumbnail. Classic-car, hot-rod and small-engine audiences are heavily male with buyer intent.",-,Innova 5568 Pro digital; Innova 3568; Actron CP7527; MSD 8992 advance timing light; OTC 4899; Performance Tool W80578
2026-09-21,best scroll saw blades,The 5 Best Scroll Saw Blades for Intricate Fretwork 2026,"ESTIMATED ~500-1,000 (not measured)",n/a (estimated),n/a (estimated),LOW,"Owned by educational videos (The Imagination Woodshop, 2024), not by a product roundup - the last exact-match 'top picks' video was 2021. Consumable, so the same viewer re-buys; scroll sawyers burn through blades and research brand and tooth geometry obsessively.",-,Flying Dutchman Ultra Reverse; Pegas Modified Geometry (MGT); Olson PGT #5; Niqua Werkmeister; Bosch pinless assortment; Delta pinned-end assortment
2026-09-21,best siding nailer,The 5 Best Siding Nailers for Fiber Cement and Cedar 2026,"ESTIMATED ~1,500-3,000 (not measured)",n/a (estimated),n/a (estimated),MEDIUM,"Real contractor and DIY demand with a $150-$400 price band, and the field is held by low-view affiliate reels rather than anyone who has nailed a course of siding on camera.","'Top 5 Siding Nailers 2026' (Tools HuB, ~10-35k subs) and 'Best Siding Nailers 2026 | Top 5 Buying Guide' own the term; both are stock-footage voiceover lists with no real nailing, and neither addresses fiber cement (HardiePlank) at all - the fastest-growing siding class, which needs different nail length and depth-of-drive. Win the slot with an on-wall test: cedar bevel plus HardiePlank, depth-of-drive dialed in for each, jam-clearing and wire-vs-plastic collation on camera, and a stainless-nail compatibility note for coastal jobs.",Bostitch N66C-1; Metabo HPT NV65AH2; Freeman PCN65; Max CN565S3 SuperSider; DeWalt DW66C-1; 3PLUS HCN65SP
2026-09-21,best oil filter wrench,The 5 Best Oil Filter Wrenches for Tight Engine Bays 2026,"ESTIMATED ~2,000-4,000 (not measured)",n/a (estimated),n/a (estimated),MEDIUM,Cheap impulse-buy price point ($10-$40) with enormous volume of buyers - everyone who changes their own oil eventually strips a filter - and the existing coverage is all generic band-and-claw comparisons.,"'The Best Oil Filter Wrench? Testing 3 Styles' (The Great White North Garage, Dec 2025) and 'Top 7 Must-Have Oil Filter Wrenches' (Sept 2025) hold the term; both are small channels testing generic styles on one clean filter, and neither covers cap wrenches sized to specific popular filters or the cartridge-housing sockets that modern Toyota, VW and BMW engines require. Win it with a fit-by-vehicle matrix (which cap fits which filter size) plus a seized-filter torture test on a filter torqued past spec and a tight-clearance mock-up.",Motivx MX2320 (64mm cap); Lisle 63600 Swivel Grip; Channellock 209; Capri Tools CP21050 adjustable; Powerbuilt 648633 self-adjusting; TEKTON 5866 strap wrench
2026-09-21,best wood filler,The 5 Best Wood Fillers for Stainable Furniture Repairs 2026,"ESTIMATED ~8,000-15,000 (not measured)",n/a (estimated),n/a (estimated),MEDIUM,"High-volume consumable with repeat purchase and broad appeal across woodworking, furniture flipping and home repair - and no large review channel has claimed it, so the term is held by interchangeable affiliate lists.","About six exact-match 2026 roundups ('Best Wood Fillers 2026 - The Only 7 You Should Consider', 'Top 6 Best Wood Fillers 2026', 'Best Wood Fillers 2026 | Don't Buy One Before Watching This') plus an Oct 2025 'Top 5 Wood Fillers Tested' - all talking-head or stock-footage lists with no stain test. The only serious durability work in the niche is The Craftsman Blog's 5-year exposure test, which is a blog, not a video. Win it by testing what buyers actually get burned by: stain-match on oak and pine side by side, shrinkage after 48 hours, screw-holding, and a freeze-thaw cycle for exterior trim - and by including the epoxy class (Abatron, Timbermate) the affiliate lists omit.",Minwax Stainable Wood Filler; DAP Plastic Wood-X; Elmer's ProBond Wood Filler; Bondo Wood Filler; Timbermate Water-Based Wood Filler; Abatron WoodEpox
2026-09-21,best tire inflator,The 5 Best Tire Inflators for Truck and Trailer Tires 2026,"ESTIMATED ~40,000-90,000 (not measured)",n/a (estimated),n/a (estimated),HIGH,"The largest demand on this list by a wide margin, year-round, with a price band ($30-$150) that converts. Even a minority share of this term outperforms a won LOW-tier slot.","Project Farm owns the exact term with 'Best Tire Inflator: 18 Pumps Tested' (2025), and eight or more 2026 affiliate roundups sit behind it. Project Farm's framing is car-tire fill speed and 12V current draw - which is correct but a year old, and it leaves the truck, trailer and off-road case almost untouched. Win the slot by re-framing to load-range E and G tires and RV/trailer duty, adding the cordless-platform inflators (Milwaukee M12, DeWalt 20V, Ryobi 18V) that a 12V-socket test structurally excludes, and leading the thumbnail with the fuse problem: several of the fastest pumps pull 16-20A through a socket fused at 15A.",NOCO Air15; AstroAI L7; Milwaukee M12 2475-20; DeWalt DCC020IB; Ryobi P747; VIAIR 88P
2026-09-21,best headlight restoration kit,The 5 Best Headlight Restoration Kits for Yellowed Lenses 2026,"ESTIMATED ~15,000-30,000 (not measured)",n/a (estimated),n/a (estimated),HIGH,"Huge, evergreen, visually satisfying topic with a $15-$40 buy - cheap enough to convert on impulse, and the before/after makes for an unusually strong thumbnail in a tools channel's library.","Project Farm's 'Best Headlight Restoration Kit in 2024?' owns the term, backed by single-product Cerakote and 3M review videos. Project Farm's test is now two years old, measured clarity immediately after application, and predates the current ceramic and UV-cure kit lineup. Win it on the question his test cannot answer: run a 12-month durability follow-up (or compare kits applied at staggered dates on the same car), score cost-per-headlight, and frame it as 'which kit survives a summer of UV' rather than 'which kit polishes best on day one'.",Cerakote Ceramic Headlight Restoration Kit; 3M 39195 Quick Headlight Clear Coat; Meguiar's G2980 Two-Step; Sylvania Headlight Restoration Kit; Turtle Wax T-240KT; Mothers NuLens 07251
2026-09-21,best lawn edger,The 5 Best Lawn Edgers for Crisp Driveway Edges 2026,"ESTIMATED ~20,000-40,000 (not measured)",n/a (estimated),n/a (estimated),HIGH,"Seasonal but very large spring-to-summer demand at a $100-$400 price point, and the category is mid-refresh as cordless stick edgers displace gas - a genuine reason for a buyer to re-research a tool they already own.","Saturated: roughly nine or more exact-match roundups inside 12 months, including 'Best Lawn Edgers 2026 [don't buy one until you see this]' (June 2026), '6 BEST Lawn Edgers 2026' (June 2026), 'Top 5 Best Lawn Edger 2026' (March 2026) and 'Top 10 Best Lawn Edgers in 2026' (January 2026). All of them rank the same cordless units on spec sheets, none cuts a real overgrown edge, and none separates the two jobs buyers confuse: re-cutting a neglected turf edge versus maintaining an already-crisp one. Win it by splitting the video that way and cutting the same 50 feet of grown-over concrete edge with each machine on camera, with blade-depth and edge-quality shots - plus a stick-edger-vs-dedicated-edger segment the spec-sheet lists skip.",EGO Power+ ME0820; Ryobi RY40780VNM; Worx WG896; Black+Decker LE750; Echo PE-225; McLane 101-3.5RP
