Date,Keyword,Suggested Title,Volume,Competition,Why It's an Opportunity,Products to Feature
2026-08-05,card scraper,"The 5 Best Card Scrapers for Woodworking 2026",Medium,Low,"6+ 2026-dated blog roundups and active forum demand prove interest but zero dedicated 'Best Card Scraper' YouTube video exists anywhere - only single-technique clips. Cheap, visually simple product with real buyer confusion over shape/steel/burnisher choice.","Bahco, Veritas (Lee Valley), Crown 376 set, DFM Tool Works, Crucible Tool, Stanley"
2026-08-05,wall-mounted lumber rack,"The 5 Best Wall-Mounted Lumber Racks for Small Shops 2026",Medium,Low,"The Bora Portamate PM-6000 alone has 5,200+ Amazon reviews proving strong demand, yet no tested/reviewed YouTube roundup exists - the field is 100% DIY-build tutorials and small blogs.","Bora Portamate PM-6000, Ultrawall 2-Pack Wall-Mount Rack, Rockler Lumber Rack, Triton Products Wall Storage Rack, Greener Folding Wall Rack, generic heavy-duty steel rack (300-660 lb)"
2026-08-05,torque screwdriver,"The 5 Best Torque Screwdrivers for Precision Work 2026",Medium,Low,"Cross-hobby demand spans electricians, electronics, gunsmithing and bike/auto repair (broad male DIY appeal), but no dedicated YouTube 'best' roundup was found at all - only thin blog listicles.","Wiha TorqueVario-S, Wera Kraftform Torque, Capri Tools CP21075, Neiko Pro Torque Screwdriver, GROWNEER Digital Torque Screwdriver, Tekton preset torque driver set"
2026-08-05,downdraft table,"The 5 Best Downdraft Tables for Dust-Free Sanding 2026",Medium,Low,"Established Amazon category (Rockler, Grizzly, Shop Fox all sell dedicated units) with steady build/demo video flow through 2026, but zero dedicated tested 'Best Downdraft Table' roundup exists on YouTube.","Rockler Dust Right Downdraft Table, Shop Fox W1734A, Grizzly G0631, POWERTEC Downdraft Table, MH Global 3-Stage Downdraft Table, Peachtree Down Draft Panel Set"
2026-08-05,HVLP spray gun for wood finishing,"The 5 Best HVLP Spray Guns for Wood Finishing 2026",Medium,Low,"Multiple dedicated wood-finishing buying-guide blogs and active forum threads show real intent. The general 'HVLP spray gun' term is saturated by house-painting content, but the wood-finishing-specific angle has only one exact-match YouTube roundup industry-wide.","Fuji Mini-Mite 4 Platinum, Wagner Control Spray Max, HomeRight Super Finish Max, Earlex HV5500, DeVilbiss StartingLine 802342, Apollo Precision-5"
2026-08-05,benchtop mortiser,"The 5 Best Benchtop Mortisers for Mortise & Tenon Joinery 2026",Medium,Low,"Dedicated Amazon 'Best Sellers: Power Mortisers' category with real brand spread proves steady joinery demand, but only low-authority spam-listicle channels cover the term - no major tool-review channel owns it.","JET JBM-5, Powermatic PM701, VEVOR 370W Benchtop Mortise Machine, WEN 43013, Grizzly G0645, Hoteche Benchtop Wood Mortiser"
2026-08-05,marking knife,"The 5 Best Marking Knives for Woodworking 2026",Medium,Low,"6+ 2026-dated blog roundups and recurring individual reviews (Rex Krueger, Katz-Moses) show demand, but no year-dated 'Best Marking Knife 2026' YouTube roundup exists - only older single-knife opinion pieces. Wide price spread (budget to premium Japanese) gives strong affiliate range.","Woodpeckers, Blue Spruce Toolworks, Veritas (Lee Valley), Hock Tools, KAKURI (Japanese kiridashi), Crown"
2026-08-05,non-contact voltage tester,"The 5 Best Non-Contact Voltage Testers for Electrical Safety 2026",Medium,Low,"A safety-tool category bought by homeowners and pros alike, with multiple competing brands and sustained individual review activity, yet no fresh 'Best NCVT 2026' dedicated roundup exists - only a stale 2024 video and single-product comparisons.","Klein Tools NCVT3P, Fluke 1AC II VoltAlert, Klein NCVT1P, Kaiweets Voltage Tester Pen, Sperry Instruments ST100A, Milwaukee 2202-20"
2026-08-05,clamp rack,"The 5 Best Clamp Racks for Woodworking Shops 2026",Medium,Low,"Multiple dedicated blog buyer's guides and named branded products with real reviews show buyer intent, but the space is 100% DIY-build videos - no tested/reviewed YouTube roundup exists yet.","Rockler HD Pipe Clamp Rack, Rockler 24in Parallel Clamp Rack, Steelex D3605 Clamp Buddy, Fulton Woodworking Modular Clamp Rack, Shop Fox D4333, Bessey clamp storage rack"
2026-08-05,drum sander,"The 5 Best Drum Sanders for Small Shops 2026",Medium,Low,"Dedicated Amazon 'Best Sellers: Power Drum Sanders' category with strong brand diversity proves real panel-flattening demand among hobbyists graduating past hand sanding, but only 1-2 dedicated YouTube roundups exist and none from a major channel.","JET JWDS-1020, Powermatic PM2244, WEN 6510T, SuperMax 19-38, Grizzly G0459, Laguna 16-32"
