Date,Keyword,Suggested Title,Avg Monthly Searches,Three Month Change,YoY Change,Competition,Why It's an Opportunity,How To Compete,Products to Feature
2026-09-09,best tone generator and probe kit,The 5 Best Tone Generator and Probe Kits for Tracing Wire 2026,~900 (ESTIMATED - no measured data),Not measured (ESTIMATED - Google Ads credentials absent),Not measured (ESTIMATED - Google Ads credentials absent),LOW,"The written SERP is unusually dense with dedicated 2026 buyer's guides for this exact phrase (Electrician Apprentice HQ, Electrician Mentor, Electrical Knowledge, Low Voltage Nation, CableTestShop), which is a strong signal the term is searched with buyer intent - yet a YouTube search for the exact term returns no dedicated roundup at all, only single-brand demos of the Fluke Pro3000. Price ladder runs $40 to $500, so a budget/pro split works, and the low-voltage and data-cabling trade is an underserved buyer segment for this channel next to the wire-stripper and fish-tape videos already published.",-,Fluke Networks Pro3000F60 Toner and Probe Kit; Klein Tools VDV500-820 Tone and Probe Kit; Tempo (Greenlee) 701K-G Tone and Probe Kit; Tempo 77HP-G with 200EP High-Power Probe; Southwire M550 Tone Generator and Probe Kit; Noyafa NF-816 Wire Tracer Kit
2026-09-09,best woodworking mallet,The 5 Best Woodworking Mallets for Chisel Work 2026,"~1,300 (ESTIMATED - no measured data)",Not measured (ESTIMATED - Google Ads credentials absent),Not measured (ESTIMATED - Google Ads credentials absent),LOW,"Everything ranking on YouTube for mallets is either a rubber-mallet roundup aimed at flooring (a different product and a different buyer) or a 'build your own mallet' project video - the only close video, 'Greatest All Around Woodworking Mallet' (May 2025), is a single-tool opinion piece, not a roundup. Meanwhile written 2026 guides for the exact term exist (Built With Tools, Wood Makeover, WoodnBits, HomeToSight), so demand is real. Perfect companion video to the chisel, carving-knife and mortise-chisel content already on the channel, and the $20-$70 price band converts easily as an impulse add-on.",-,Narex 825701 Beech Carving Mallet (9 oz); Narex Large Bench Mallet (hornbeam); Wood Is Good 18 oz Urethane Mallet; Schaaf Tools 15 oz Urethane Carving Mallet; Crown 108 Beech Joiner's Mallet; WoodRiver Beech Bench Mallet
2026-09-09,best pry bar set,The 5 Best Pry Bar Sets for Demo and Trim Removal 2026,"~1,600 (ESTIMATED - no measured data)",Not measured (ESTIMATED - Google Ads credentials absent),Not measured (ESTIMATED - Google Ads credentials absent),LOW,"Only one dedicated YouTube roundup in the last 12 months ('Top 5 Best Pry Bar Set in 2026', April 2026) and it is a faceless slideshow channel with no hands-on footage. The written side is far more developed (ToolsGearLab, ProShopperDirect, MachineryWise, Primadian), which means the search demand is being captured by text, not video. Pry bars also test brilliantly on camera - bend, spring-back and tip-thickness failures are visible in a single shot - and the category spans mini trim bars to 45-inch wrecking bars, which supports a genuine use-case structure rather than a price list.",-,TEKTON LSQ90505 5-Piece Angled End Handled Pry Bar Set; Mayhew 14068 Dominator 5-Piece Pry Bar Set; Estwing 3-Piece Pry Bar Set (5.5/7.5/10 in); Sunex 9704 4-Piece Pry Bar Set; Goldblatt Trim Puller; Spec Ops Tools 9.5 in Trim Bar
2026-09-09,best sheet metal nibbler,The 5 Best Sheet Metal Nibblers for Clean Cuts 2026,~700 (ESTIMATED - no measured data),Not measured (ESTIMATED - Google Ads credentials absent),Not measured (ESTIMATED - Google Ads credentials absent),LOW,"Exactly one exact-match roundup in the last 12 months ('TOP-5. Best Sheet Metal Nibblers 2026', May 2026) and it is a sub-50k faceless channel pushing no-name VEVOR and Jikbeed units with stock footage. Everything else on the term is 2023-2024 and equally thin. Nobody has covered the split that actually matters to a buyer - dedicated corded nibbler vs. drill-attachment shear vs. air nibbler - and the channel's existing aviation-snip and sheet-metal-brake audience is the exact buyer. Small volume, but the term is uncontested and the affiliate ticket on a Makita or Milwaukee unit is $150-$300.",-,Makita JN1601 16-Gauge Nibbler; Milwaukee 6890-20 18-Gauge Nibbler; Bosch 1529B 18-Gauge Nibbler; Malco TSND1 TurboShear Drill-Attachment Nibbler; Astro Pneumatic 600 Air Nibbler; VEVOR 16-Gauge Electric Nibbler
2026-09-09,best drywall screw gun,The 5 Best Drywall Screw Guns for Fast Hanging 2026,"~2,900 (ESTIMATED - no measured data)",Not measured (ESTIMATED - Google Ads credentials absent),Not measured (ESTIMATED - Google Ads credentials absent),MEDIUM,"Strong, stable pro-and-serious-DIY demand with a well-defined product set and a high affiliate ticket ($130-$400 once collated attachments are included). The category is also mid-upgrade - cordless brushless guns like the DeWalt DCF630 are actively displacing corded Senco and Milwaukee units - which gives a 2026 video a real reason to exist rather than restating a 2023 list. Adjacent to the channel's existing drywall lift, drywall sander and drywall cutout router videos, so it lands on a warm audience.","'The 6 Best Drywall Screw Guns of 2026 | STOP Using Regular Drills!' currently owns the term on YouTube, with 'Top 10 Best Drywall Screw Guns in 2026' behind it - both are faceless voice-over slideshows built from spec sheets, with no drywall on camera and no collated attachment shown in use. The gap is the auto-feed decision: buyers searching this term are really choosing between a bare screwgun, a screwgun plus a collated magazine, and a dedicated auto-feed system like the Senco DuraSpin or Quik Drive, and no video walks that fork. Win it by hanging real board on camera, timing bare vs. collated on the same sheet, and showing depth-setting consistency on metal studs, then title around 'collated vs bare' rather than a generic top-N.",DeWalt DCF630B 20V Max Brushless Drywall Screwgun; DeWalt DCF6201 Collated Magazine Attachment; Makita XSF03Z 18V LXT Drywall Screwdriver; Senco DuraSpin DS342-AC Auto-Feed Screwdriver; Milwaukee 6742-20 Corded Drywall Screwdriver; Simpson Strong-Tie Quik Drive PROJECTPRO Auto-Feed System
2026-09-09,best thread repair kit,The 5 Best Thread Repair Kits for Stripped Bolt Holes 2026,"~2,400 (ESTIMATED - no measured data)",Not measured (ESTIMATED - Google Ads credentials absent),Not measured (ESTIMATED - Google Ads credentials absent),MEDIUM,"High-desperation search intent - people look this up with a stripped hole in front of them - which converts far above a browsing keyword. The product set is well differentiated (coil insert vs. solid bushing vs. oversize repair), the price ladder runs $25 to $250, and the channel's tap-and-die, screw-extractor and impact-driver audience is exactly the buyer. Nobody currently holds a 2026-dated exact-match roundup.","'Which Thread Repair Kit Is Best? Helicoil, Time-Sert, or Big-Sert' (Sept 2025) is the strongest video on the term, and the older 'Best Damaged Thread Repair? Let's Settle This!' still ranks - both compare repair METHODS on a bench, not purchasable kits, and neither covers the budget Amazon master sets (Orion Motor Tech, VEVOR) that most buyers actually land on. Everything else is single-brand how-to. Win it by reframing from method to kit: pull-test each insert type in the same aluminium block, then rate the kits on what actually decides a purchase - whether the supplied drill and tap sizes cover common metric and SAE holes, insert-count refills, and whether the case survives a shop. That is the buyer's question and no existing video answers it.",Heli-Coil 5546-6 Metric Thread Repair Kit; Time-Sert 1010 M10x1.5 Insert Kit; E-Z LOK Threaded Insert Repair Kit; Orion Motor Tech 131-Piece Helicoil Kit; VEVOR 260-Piece Master Thread Repair Set; BIG-SERT Oversize Thread Repair Kit
2026-09-09,best firewood rack,The 5 Best Firewood Racks for Outdoor Seasoning 2026,"~14,000 (ESTIMATED - no measured data, sharply seasonal)",Not measured (ESTIMATED - rising hard; this term peaks Sept-Dec),Not measured (ESTIMATED - Google Ads credentials absent),MEDIUM,"The single best-timed pick in this batch: the term peaks from September through December and this run lands at the front of that curve, so a video published now collects the whole season. Volume is an order of magnitude above the other non-HIGH picks, the audience overlap with the channel's existing chainsaw, splitting-maul, log-splitter and kindling-splitter videos is near total, and the $60-$400 spread supports a clean 4ft / 8ft / 12ft structure with a premium anchor.","The Barbecue Lab (David Gafford) owns the best hands-on video with 'The Best Firewood Rack I've Ever Tested | Woodhaven Firewood Rack Review', but it is a single-brand review from 2020 and Woodhaven's own channel holds the rest. The 2025-2026 roundups above it ('Top 10 Best Firewood Racks in 2025', 'Best Firewood Racks for Outdoor Storage 2026') are faceless slideshows. What every one of them misses is the failure mode buyers actually care about: cheap racks bow and dump a cord in month four, and no video shows a loaded rack over time. Win it by loading each rack to its rated capacity, measuring upright deflection, and rating the cover - the cover is what fails first and it is the thing written guides skip entirely. Publish before mid-October.",Woodhaven 8 ft Firewood Rack with Full Cover; Landmann 82433 8 ft Firewood Rack; Pilgrim Home and Hearth Log Rack; Sunnydaze 8 ft Steel Firewood Log Rack; Amagabeli 5 ft Outdoor Firewood Rack; Trygoal 4 ft Adjustable Firewood Rack
2026-09-09,best wheelbarrow,The 5 Best Wheelbarrows for Hauling Dirt and Concrete 2026,"~22,000 (ESTIMATED - no measured data)",Not measured (ESTIMATED - Google Ads credentials absent),Not measured (ESTIMATED - Google Ads credentials absent),HIGH,"One of the largest genuinely on-niche terms left uncovered by this channel, with universal buyer intent and no technical barrier to entry for the audience. The category has also split three ways - traditional single-wheel barrow, dual-wheel yard cart, and poly dump cart - which gives a roundup a real editorial spine rather than a price ranking. High ticket for a hand tool ($90-$300) and strong repeat-purchase demand from the outdoor-DIY half of the audience.","Bob Vila and HGTV own the written SERP with tested 2026 guides, and on YouTube the term is held by faceless slideshow roundups ('TOP-5. Best Garden Wheelbarrows 2026', 'Top 7 Best Wheelbarrows You Can Buy Right Now 2026') - high volume, but no incumbent with real authority, which is what makes a HIGH-competition term attackable here. Note that Bob Vila's top pick for the query is a Gorilla dump CART, not a wheelbarrow, which is the opening: buyers searching 'best wheelbarrow' are not told when a barrow beats a cart. Win it with a load test that no one is running - wet concrete tipped and poured, a full load pushed up a plank, and a tyre-vs-flat-free comparison after a season - and frame the title around the concrete/heavy-load use case rather than 'garden', which is where the faceless videos all sit.",Jackson M6T22 6 cu ft Contractor Wheelbarrow; True Temper R6STSP25 6 cu ft Steel Wheelbarrow; Gorilla Carts GOR6PS 1200 lb Poly Dump Cart; Marathon Yard Rover 2-Tire Wheelbarrow; WORX WG050 Aerocart 8-in-1; Kobalt 6 cu ft Poly Tray Wheelbarrow
2026-09-09,best workbench for garage,The 5 Best Workbenches for Garage Shops 2026,"~18,000 (ESTIMATED - no measured data)",Not measured (ESTIMATED - Google Ads credentials absent),Not measured (ESTIMATED - Google Ads credentials absent),HIGH,"The highest-intent shop-setup term the channel has not touched, and the natural hub video for the storage content already published (French cleat, lumber rack, pegboard-adjacent, rolling tool cart, shop stool). Ticket is the highest in this batch at $200-$1,200, and a workbench purchase reliably drags vise, light and storage affiliate clicks along with it, so revenue per view is well above the volume alone.","Bob Vila holds the written slot and on YouTube 'Best Workbenches 2026 - Garage, Workshop and DIY Buyer's Guide' (Aug 2025) plus 'Best Portable Workbenches 2026' (Feb 2026) hold the term - all of them rank benches by drawer count and top material read off spec sheets. None of them tests the two things that decide whether a bench is any good: racking under a hand-plane stroke, and whether the top stays flat after a year. Win it by clamping a dial indicator to each bench and measuring lateral deflection under load, then splitting the video by what the buyer is actually doing - woodworking bench vs. mechanic's bench vs. mobile bench - because the incumbent videos lump all three together and satisfy none of them.",Kobalt 72 in Silver Solid Wood Top Workbench; Seville Classics UltraHD 12-Drawer Rolling Workbench; Husky 62 in Adjustable Height Solid Wood Top Workbench; Yukon 60 in 3-Drawer Hardwood Workbench (Harbor Freight); Gladiator 8 ft Hardwood Top Workbench; Ryobi Speed Bench Mobile Workstation
2026-09-09,best impact driver bit set,The 5 Best Impact Driver Bit Sets for Heavy Driving 2026,"~4,400 (ESTIMATED - no measured data)",Not measured (ESTIMATED - Google Ads credentials absent),Not measured (ESTIMATED - Google Ads credentials absent),HIGH,"Consumable-category demand that recurs - bits break and get rebought, so the term holds volume year after year and the affiliate link keeps earning long after publication. Low unit price but very high click-through, and it attaches cleanly to the channel's existing cordless impact driver and impact wrench videos as a follow-up watch.","Project Farm owns this outright - their impact-bit torture tests are the reference everyone cites, and their Milwaukee Shockwave verdict propagates through the whole written SERP. Do not attempt to out-test them on destructive torque; that fight is lost. The gap is that Project Farm tests individual BITS (a #2 Phillips, head to head) while the search term is for a SET, and nobody answers the set-level question: which kit actually contains the sizes you reach for, how bad is the cam-out on the security and Torx bits nobody tests, and does the case retain bits after a month in a truck. Win it by buying the six best-selling sets, inventorying what each one is missing for common jobs (deck screws, cabinet hardware, electrical panels), and running a shallow fit test on the odd sizes - a set-buyer's video, not a bit-strength video. Credit Project Farm's bit findings openly and build on top rather than against them.",Milwaukee 48-32-4408 Shockwave 40-Piece Impact Driver Bit Set; DeWalt DWA2T40IR MaxFit 40-Piece Impact Bit Set; Makita B-49373 Impact XPS 70-Piece Set; Bosch CCSDV208 Impact Tough 8-Piece Set; Wera 057430 Impaktor Bit-Check; Klein Tools 32799 Impact Driver Bit Set
