Date,Keyword,Suggested Title,Avg Monthly Searches,Three Month Change,YoY Change,Competition,Why It's an Opportunity,How To Compete,Products to Feature
2026-09-04,best nut driver set,The 5 Best Nut Driver Sets for Electrical and HVAC Work 2026,"ESTIMATED ~1,500-2,500",n/a (unmeasured),n/a (unmeasured),LOW,Every screwdriver format the channel has covered is a driver or precision set; the hollow-shaft nut driver is a separate daily-carry purchase for electricians and HVAC techs with strong autocomplete and no current roundup owning it. YouTube coverage is single-product unboxings plus two 2024 top-7 lists.,-,Klein Tools 646M 7-pc magnetic nut driver set; Wera 395 HO Kraftform 6-pc; TEKTON 7-pc hollow-shaft nut driver set; Milwaukee Shockwave impact-rated magnetic nut drivers; GearWrench 8-pc metric nut driver set; TOOLANT 34-pc magnetic impact nut driver set
2026-09-04,best dial indicator with magnetic base,The 5 Best Dial Indicators for Tuning Table Saws and Jointers 2026,"ESTIMATED ~800-1,500",n/a (unmeasured),n/a (unmeasured),LOW,"Search results are machining channels, DIY stand builds and one small-channel 'Best Dial Indicators 2026'. Nobody owns the woodworking framing - aligning a table saw blade to the miter slot and setting jointer knives - which is exactly the buyer with money and a shop.",-,Mitutoyo 2416S 0-1in dial indicator; Noga MG10433 magnetic base; iGaging 0-1in dial indicator with magnetic base kit; Fowler 52-585-005 mag base and indicator set; Clockwise Tools DIMR-0105 kit; Shars 0-1in indicator with universal magnetic base
2026-09-04,best circle cutting jig for router,The 5 Best Circle Cutting Jigs for Routers 2026,ESTIMATED ~400-800,n/a (unmeasured),n/a (unmeasured),LOW,"Practically all existing video is DIY 'build your own jig' tutorials plus single-product Rockler demos. There is no dedicated buy-this roundup, yet five commercial jigs are sold at $30-$80 with clean affiliate margin and repeat buyer intent from table and clock makers.",-,Rockler Router Circle Cutting Jig (10-52in); Rockler Ellipse and Circle Cutting Jig for compact routers; Milescraft 1219 CircleGuideKit; Jasper Model 290 circle jig; WoodRiver Circle Cutting Router Jig
2026-09-04,best pen turning kit,The 5 Best Pen Turning Kits for Beginner Woodturners 2026,ESTIMATED ~300-600,n/a (unmeasured),n/a (unmeasured),LOW,"Pen turning is the cheapest on-ramp into the lathe hobby and the kits are consumables, so buyers return. Existing video is craft tutorials and one Slimline-vs-Dawn comparison; no roundup exists and the channel has covered lathes and chucks but never the kits that feed them.",-,Penn State Industries Slimline pen kit starter package; PSI Artisan Sierra pen kit; Rockler pen turning starter kit; Legacy Woodturning Dawn pen kit; WEN pen mandrel and bushing set; Hurricane pen turning mandrel kit
2026-09-04,best router table,The 5 Best Router Tables for Small Shops 2026,"ESTIMATED ~4,000-6,000",n/a (unmeasured),n/a (unmeasured),MEDIUM,"High-ticket ($200-$800) with strong buyer intent, and the channel already covers router lifts and fences but never the table itself. On YouTube only one small-channel roundup holds the exact term, so the slot is not locked.","Pro Tool Reviews' 'Best Router Tables' article owns the SERP and the only YouTube exact-match is 'Top 5 Router Tables 2026' - a faceless slideshow with no hands-on footage. Neither addresses the two questions buyers actually ask: benchtop vs cabinet for a one-car garage, and which tops accept a Bosch 1617 or DeWalt 611 without a lift. Win it by measuring fence flatness against a straightedge on camera, weighing dust captured at the fence port, and mounting the same router in every table.",Bosch RA1181 benchtop router table; Kreg PRS2100 precision benchtop table; Bosch RA1171 cabinet-style table; JessEm Mast-R-Lift Excel II table package; Rockler router table with Pro Fence; SKIL RAS900 router table
2026-09-04,best countersink drill bit set,The 5 Best Countersink Drill Bit Sets for Woodworking 2026,"ESTIMATED ~1,500-2,500",n/a (unmeasured),n/a (unmeasured),MEDIUM,"Cheap, high-volume consumable that every woodworker rebuys, and a category the channel has never touched despite covering forstner, step and flexible bits. Four or five exact-match videos exist but none has real testing behind it.","The 2026 exact-match videos ('Top 5 Best Countersink Drill Bits 2026', 'Best Countersink Drill Bit Set 2026') are AI-narrated slideshows with zero hands-on footage; the one credible video, 'SAVE Your MONEY. The BEST Countersink Bit On The Market', covers a single bit. Nothing compares tapered vs straight pilot or self-centering hinge bits. Win it with a destructive test - 200 holes per bit in hard maple and MDF - showing tearout at the rim and whether the pilot still cuts at the end.",FTG USA 5-pc tapered countersink set; DEWALT countersink drill bit set; EZARC 22-pc countersink and self-centering set; Amana Tool 55230 countersink; Snappy 40-pc countersink and pilot set; Fisch tapered countersink set
2026-09-04,best hearing protection for woodworking,The 5 Best Hearing Protection Earmuffs for the Workshop 2026,"ESTIMATED ~1,000-2,000",n/a (unmeasured),n/a (unmeasured),MEDIUM,"Safety gear the audience buys on impulse at $25-$120, and Bluetooth and ambient-aware muffs have turned it over as a category since the last woodworking-specific video. The channel has covered respirators but never ear protection.","The workshop-specific videos are dated - 'Best Hearing Protection For Woodworking' from 2023 and a 2025 top-4 - and the fresh 2026 content ('TOP 5 BEST SHOOTING EARMUFFS 2026') is aimed at the range, so it ignores all-day comfort under a face shield and Bluetooth call handling. Win it by holding a dB meter at the ear beside a running planer and dust collector, then ranking on measured attenuation plus a full shop day of wear, and cover the ambient-aware models the shooting videos skip.",3M WorkTunes Connect; ISOtunes Link Aware; 3M Peltor X5A; Howard Leight Leightning L3; ProHear 038 Bluetooth earmuffs; 3M Peltor Optime 105
2026-09-04,best sliding compound miter saw,The 5 Best Sliding Compound Miter Saws for Trim Work 2026,"ESTIMATED ~5,000-8,000",n/a (unmeasured),n/a (unmeasured),HIGH,"Highest affiliate value on this list - $300-$800 tools with an attach rate on stands, blades and dust bags. The channel has covered miter saw stands and metal chop saws but never the saw itself, so the internal link path already exists.","This Old House ('5 Best Miter Saws 2026') and TechGearLab own the SERP, and on YouTube the credible content is single-tool reviews of the DeWalt DWS780 - a 2012 design still treated as the default. Nobody has a current video answering whether a 60V cordless slider replaces a corded one. Win it by framing on cordless vs corded for 2026, measuring squareness on a 12in crosscut with a machinist square, and weighing dust captured at the port - and title for 'for trim work' rather than fighting the bare head term.",DEWALT DWS780; Bosch GCM12SD Glide; Makita LS1019L; Metabo HPT C12RSH2S; Milwaukee M18 FUEL 2739-20 cordless slider; SKIL MS6305-00 dual-bevel
2026-09-04,best wet dry shop vacuum,The 5 Best Wet Dry Shop Vacuums for the Garage 2026,"ESTIMATED ~15,000-25,000",n/a (unmeasured),n/a (unmeasured),HIGH,The largest demand on this list and a natural companion to the dust collection topics the channel already owns. Buyers convert fast at $80-$300 and filters and hoses are a recurring affiliate tail.,"Pro Tool Reviews' 'Best Shop Vac and Wet-Dry Vacuums' and TechGearLab's lab tests own the SERP; on YouTube the term is split between faceless 'Top 5 Wet Dry Vacuums 2026' slideshows and one genuine head-to-head, 'Best Shop Vac 2026? Bauer vs DeWalt vs Ridgid', which covers only three budget units and no HEPA or cordless option. Win it by measuring sealed suction and airflow with a manometer, running real drywall dust and standing water, and covering HEPA filtration and the tool-triggered outlet the incumbents skim.",RIDGID HD1400 14-gal; CRAFTSMAN CMXEVBE17595 16-gal; DEWALT DXV10P 10-gal; Milwaukee M18 FUEL 0920-20 cordless; Shop-Vac 5989300 12-gal; Vacmaster Beast VBV1210
2026-09-04,best locking pliers,The 5 Best Locking Pliers for Welding and Sheet Metal 2026,"ESTIMATED ~2,000-4,000",n/a (unmeasured),n/a (unmeasured),HIGH,"Perennial evergreen demand with a low price point that converts on impulse, and the channel already ranks in the adjacent plier and clamp space. Worth a swing because the jaw-style angle is genuinely open even though the head term is taken.","Project Farm's 'Best Locking Pliers (VISE GRIPS)? Irwin vs Knipex, Milwaukee, Craftsman, Stanley, Malco, Pittsburgh' owns the exact term and cannot be beaten on a repeat torque test. Do not re-run it. Compete on the use case it skips: Project Farm tests curved-jaw pliers on round bar only, so nothing covers C-clamp, long-nose and sheet-metal jaws for welding fit-up and HVAC duct. Build the video around clamping a 90-degree weld joint and a duct seam, and rank on jaw geometry and release lever feel with gloves on.",IRWIN VISE-GRIP Original 10WR curved jaw; IRWIN VISE-GRIP 11R locking C-clamp; Knipex 42 34 280 locking pliers; Malco Eagle Grip LG7WC; Milwaukee 48-22-3410 Torque Lock; Grip-On 111-10 welding clamp
